0	0	200	1
.2	0	200	1
.4	0	200	1
.6	0	200	1
.8	0	200	1
1	0	200	1
1.2	0	200	1
1.4	0	200	1
1.6	0	200	1
1.8	0	200	1
2	0	200	1
2.2	0	200	1
2.4	0	200	1
2.6	0	200	.9999999
2.8	0	200	.9999999
3	0	200	.9999998
3.2	0	200	.9999998
3.4	0	200	.9999996
3.6	0	200	.9999993
3.8	0	200	.9999989
4	0	200	.9999984
4.2	0	200	.9999977
4.4	0	200	.9999966
4.6	0	200	.9999952
4.8	0	200	.9999932
5	0	200	.9999906
5.2	0	200	.9999871
5.4	0	200	.9999825
5.6	0	200	.9999766
5.8	0	200	.9999691
6	0	200	.9999594
6.2	0	200	.9999472
6.4	0	200	.999932
6.6	0	200	.999913
6.8	0	200	.9998896
7	0	200	.9998607
7.2	0	200	.9998255
7.4	0	200	.9997827
7.6	0	200	.9997311
7.8	0	200	.999669
8	0	200	.9995946
8.2	0	200	.9995061
8.4	0	200	.9994012
8.6	0	200	.9992772
8.8	0	200	.9991313
9	0	200	.9989603
9.2	0	200	.9987605
9.4	0	200	.9985279
9.6	0	200	.9982582
9.8	0	200	.9979461
10	0	200	.9975863
10.2	0	200	.9971725
10.4	0	200	.9966981
10.6	0	200	.9961556
10.8	0	200	.9955369
11	0	200	.9948331
11.2	0	200	.9940343
11.4	0	200	.9931299
11.6	0	200	.9921085
11.8	0	200	.9909572
12	0	200	.9896625
12.2	0	200	.9882097
12.4	0	200	.9865828
12.6	0	200	.9847646
12.8	0	200	.9827368
13	0	200	.9804795
13.2	0	200	.9779717
13.4	0	200	.9751908
13.6	0	200	.972113
13.8	0	200	.9687128
14	0	200	.9649635
14.2	0	200	.9608368
14.4	0	200	.956303
14.6	0	200	.9513311
14.8	0	200	.9458887
15	0	200	.9399424
15.2	0	200	.9334574
15.4	0	200	.9263982
15.6	0	200	.9187284
15.8	0	200	.9104114
16	0	200	.9014097
16.2	0	200	.8916866
16.4	0	200	.8812054
16.6	0	200	.8699302
16.8	0	200	.8578269
17	0	200	.8448625
17.2	0	200	.8310072
17.4	0	200	.816234
17.6	0	200	.8005193
17.8	0	200	.7838447
18	0	200	.7661965
18.2	0	200	.7475676
18.4	0	200	.7279577
18.6	0	200	.707374
18.8	0	200	.685833
19	0	200	.66336
19.2	0	200	.6399909
19.4	0	200	.6157727
19.6	0	200	.5907629
19.8	0	200	.5650319
20	0	200	.5386611
20.2	0	200	.5117446
20.4	0	200	.4843881
20.6	0	200	.456708
20.8	0	200	.4288318
21	0	200	.4008951
21.2	0	200	.3730421
21.4	0	200	.3454222
21.6	0	200	.3181881
21.8	0	200	.291494
22	0	200	.2654918
22.2	0	200	.2403292
22.4	0	200	.2161461
22.6	0	200	.1930712
22.8	0	200	.1712201
23	0	200	.1506914
23.2	0	200	.1315652
23.4	0	200	.113901
23.6	0	200	.0977357
23.8	0	200	.0830839
24	0	200	.0699369
24.2	0	200	.0582643
24.4	0	200	.0480149
24.6	0	200	.0391189
24.8	0	200	.0314911
25	0	200	.0250332
25.2	0	200	.0196383
25.4	0	200	.015194
25.6	0	200	.0115858
25.8	0	200	.0087008
26	0	200	.0064307
26.2	0	200	.0046741
26.4	0	200	.0033383
26.6	0	200	.002341
26.8	0	200	.0016104
27	0	200	.0010858
27.2	0	200	.0007169
27.4	0	200	.0004631
27.6	0	200	.0002924
27.8	0	200	.0001802
28	0	200	.0001083
28.2	0	200	.0000635
28.4	0	200	.0000362
28.6	0	200	.00002
28.8	0	200	.0000108
29	0	200	5.62e-06
29.2	0	200	2.84e-06
29.4	0	200	1.39e-06
29.6	0	200	6.53e-07
29.8	0	200	2.97e-07
30	0	200	1.30e-07
30.2	0	200	5.47e-08
30.4	0	200	2.21e-08
30.6	0	200	8.55e-09
30.8	0	200	3.16e-09
31	0	200	1.12e-09
31.2	0	200	3.77e-10
31.4	0	200	1.21e-10
31.6	0	200	3.67e-11
31.8	0	200	1.06e-11
32	0	200	2.88e-12
32.2	0	200	7.42e-13
32.4	0	200	1.80e-13
32.6	0	200	4.08e-14
32.8	0	200	8.70e-15
33	0	200	1.73e-15
33.2	0	200	3.22e-16
33.4	0	200	5.57e-17
33.6	0	200	8.92e-18
33.8	0	200	1.32e-18
34	0	200	1.81e-19
34.2	0	200	2.27e-20
34.4	0	200	2.62e-21
34.6	0	200	2.77e-22
34.8	0	200	2.66e-23
35	0	200	2.32e-24
35.2	0	200	1.83e-25
35.4	0	200	1.31e-26
35.6	0	200	8.37e-28
35.8	0	200	4.81e-29
36	0	200	2.46e-30
36.2	0	200	1.12e-31
36.4	0	200	4.51e-33
36.6	0	200	1.60e-34
36.8	0	200	5.00e-36
37	0	200	1.36e-37
37.2	0	200	0
37.4	0	200	0
37.6	0	200	0
37.8	0	200	0
38	0	200	0
38.2	0	200	0
38.4	0	200	0
38.6	0	200	0
38.8	0	200	0
39	0	200	0
39.2	0	200	0
39.4	0	200	0
39.6	0	200	0
39.8	0	200	0
40	0	200	0
